# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES
129	Khispi	angry (vi)	angry (vi)	(ki) ʦʰik	ʦʰik	tsʰ i k		79	79	tsʰ i k	i n c	488	?
130	Duhumbi	angry (vi)	angry (vi)	(ki) ʦʰik	ʦʰik	tsʰ i k		79	79	tsʰ i k	i n c	488	?
131	Khoina	angry (vi)	angry (vi)	lyŋ ʐyk	lyŋ_ʐyk	l y ŋ _ ʐ y k		78 77	78 77	l y ŋ + ʐ y k	i n c + i n c	78 77	angryvi angryvi
132	Jerigaon	angry (vi)	angry (vi)	lyŋ zyk	lyŋ_zyk	l y ŋ _ z y k		78 77	78 77	l y ŋ + z y k	i n c + i n c	78 77	angryvi angryvi
133	Khoitam	angry (vi)	angry (vi)	liŋ zyk	liŋ_zyk	l i ŋ _ z y k		78 77	78 77	l i ŋ + z y k	i n c + i n c	78 77	angryvi angryvi
134	Rahung	angry (vi)	angry (vi)	liŋ zik	liŋ_zik	l i ŋ _ z i k		78 77	78 77	l i ŋ + z i k	i n c + i n c	78 77	angryvi angryvi
135	Rupa	angry (vi)	angry (vi)	zə-lik	zə+lik	z ə + l i k		77 78	77 78	z ə - + l i k	i n + i n c	77 78	angryvi angryvi
136	Shergaon	angry (vi)	angry (vi)	zə-lik	zə+lik	z ə + l i k		77 78	77 78	z ə - + l i k	i n + i n c	77 78	angryvi angryvi
#
137	Khispi	ant	ant	(kʰe-) ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		80	80	tɕʰ ɔ k	i n c	80	ant
138	Duhumbi	ant	ant	(kʰin-) ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		80	80	tɕʰ ɔ k	i n c	80	ant
139	Khoina	ant	ant	ʂan-dʐɔk	ʂan+dʐɔk	ʂ a n + ɖʐ ɔ k		81 80	81 80	ʂ a n + ɖʐ ɔ k	i n c + i n c	81 80	? ant
140	Jerigaon	ant	ant	san-ʥɔk	san+ʥɔk	s a n + dʑ ɔ k		81 80	81 80	s a n + dʑ ɔ k	i n c + i n c	81 80	? ant
141	Khoitam	ant	ant	saŋ-ʥɔk	saŋ+ʥɔk	s a ŋ + dʑ ɔ k		81 80	81 80	s a ŋ + dʑ ɔ k	i n c + i n c	81 80	? ant
142	Rahung	ant	ant	saŋ-ʥɔk	saŋ+ʥɔk	s a ŋ + dʑ ɔ k		81 80	81 80	s a ŋ + dʑ ɔ k	i n c + i n c	81 80	? ant
143	Rupa	ant	ant	san-ɟɔk ~ san-ʥɔk	san+ɟɔk	s a n + ɟ ɔ k		81 80	81 80	s a n + ɟ ɔ k	i n c + i n c	81 80	? ant
144	Shergaon	ant	ant	san-ʥɔk	san+ʥɔk	s a n + dʑ ɔ k		81 80	81 80	s a n + dʑ ɔ k	i n c + i n c	81 80	? ant
#
145	Khispi	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive
146	Duhumbi	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive
147	Khoina	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive
148	Jerigaon	arrive	arrive	pʰɛʔ	pʰɛʔ	pʰ ɛ ʔ		82	82	pʰ ɛ ʔ	i n c	82	arrive
149	Khoitam	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive
150	Rahung	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive
#
153	Khispi	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow
154	Duhumbi	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow
156	Jerigaon	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow
157	Khoitam	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow
158	Rahung	arrow	arrow	mik-ri	mik+ri	m i k + r i		83 84	83 84	m i k + r i	i n c + i n	83 84	arrow arrow
159	Rupa	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow
160	Shergaon	arrow	arrow	mit	mit	m i t		83	83	m i t	i n c	83	arrow
#
162	Duhumbi	ascend	ascend	ʥaŋ(-luŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend
163	Khoina	ascend	ascend	ʥaŋ	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend
164	Jerigaon	ascend	ascend	(kʰa-)ʥaŋ (aŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend
166	Rahung	ascend	ascend	(kʰan-)ʥaŋ (ɔŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend
#
169	Khispi	ash	ash	ʨʰu-pʰa	ʨʰu+pʰa	tɕʰ u + pʰ a		87 86	87 86	tɕʰ u + pʰ - a	i n + i n	87 86	? ash
170	Duhumbi	ash	ash	ʨʰu-pʰaˀ	ʨʰu+pʰaˀ	tɕʰ u + pʰ aˀ		87 86	87 86	tɕʰ u + pʰ - aˀ	i n + i n	87 86	? ash
171	Khoina	ash	ash	ʥɐ-pʰlu	ʥɐ+pʰlu	dʑ ɐ + pʰ l u		87 86	87 86	dʑ ɐ + pʰ l u	i n + i m n	87 86	? ash
172	Jerigaon	ash	ash	ʨʰɐ-pʰlu	ʨʰɐ+pʰlu	tɕʰ ɐ + pʰ l u		87 86	87 86	tɕʰ ɐ + pʰ l u	i n + i m n	87 86	? ash
173	Khoitam	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ a + pʰ l u	i n + i m n	87 86	? ash
174	Rahung	ash	ash	ʨʰa-pʰru ~ ʨʰa-pʰlu	ʨʰa+pʰru	tɕʰ a + pʰ r u		87 86	87 86	tɕʰ a + pʰ r u	i n + i m n	87 86	? ash
175	Rupa	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ a + pʰ l u	i n + i m n	87 86	? ash
176	Shergaon	ash	ash	ʨʰa-plu	ʨʰa+plu	tɕʰ a + p l u		87 86	87 86	tɕʰ a + p l u	i n + i m n	87 86	? ash
#
177	Khispi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k	i n c	88	ask
178	Duhumbi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k	i n c	88	ask
179	Khoina	ask	ask	ʐik	ʐik	ʐ i k		88	88	ʐ i k	i n c	88	ask
181	Khoitam	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88	ask
182	Rahung	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88	ask
183	Rupa	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88	ask
#
185	Khispi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89	associative
186	Duhumbi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89	associative
187	Khoina	associative	associative	-tʰyŋ	+tʰyŋ	tʰ y ŋ		89	89	tʰ y ŋ	i n c	89	associative
189	Khoitam	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89	associative
190	Rahung	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89	associative
191	Rupa	associative	associative	-tʰɔ̃ː(ŋ)	+tʰɔ̃ː	tʰ ɔ̃ː		89	89	tʰ ɔ̃ː -	i n	89	associative
192	Shergaon	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89	associative
#
193	Khispi	attic	attic	ʑak ~ ʑap	ʑak	ʑ a k		90	90	ʑ a k	i n c	90	attic
194	Duhumbi	attic	attic	jap	jap	j a p		91	91	j a p	i n c	91	attic
195	Khoina	attic	attic	ʐɔː	ʐɔː	ʐ ɔː		90	90	ʐ ɔː -	i n	90	attic
197	Khoitam	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic
198	Rahung	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic
199	Rupa	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic
200	Shergaon	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic
#
201	Khispi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a	i n	92	axe
202	Duhumbi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a	i n	92	axe
203	Khoina	axe	axe	pʰu-luˀ	pʰu+luˀ	pʰ u + l uˀ		92 93	92 93	pʰ - u + l uˀ	i n + i n	92 93	axe axe
204	Jerigaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92	axe
205	Khoitam	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92	axe
206	Rahung	axe	axe	pʰɹuˀ	pʰɹuˀ	pʰ ɹ uˀ		92	92	pʰ ɹ uˀ	i m n	92	axe
207	Rupa	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92	axe
208	Shergaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92	axe
#
211	Khoina	back (n)	back (n)	na-guŋ	na+guŋ	n a + g u ŋ		95 94	95 94	n a + g u ŋ	i n + i n c	95 94	backn backn
212	Jerigaon	back (n)	back (n)	na-kuŋ	na+kuŋ	n a + k u ŋ		95 94	95 94	n a + k u ŋ	i n + i n c	95 94	backn backn
213	Khoitam	back (n)	back (n)	(a-)kyː	kyː	k yː		94	94	k yː -	i n	94	backn
214	Rahung	back (n)	back (n)	kyː	kyː	k yː		94	94	k yː -	i n	94	backn
215	Rupa	back (n)	back (n)	ɲa-kʰuŋ ~ ɲa-guŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a + kʰ u ŋ	i n + i n c	95 94	backn backn
216	Shergaon	back (n)	back (n)	ɲa-kʰuŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a + kʰ u ŋ	i n + i n c	95 94	backn backn
#
217	Khispi	back (wards)	back (wards)	kʰiɕ ~ kʰis	kʰiɕ	kʰ i ɕ		96	98	kʰ i ɕ	i n c	96	backwards
221	Khoitam	back (wards)	back (wards)	li-kʰeː	li+kʰeː	l i + kʰ eː		97 96	97 96	l i + kʰ eː -	i n + i n	97 96	backwards backwards
222	Rahung	back (wards)	back (wards)	la-kʰeː	la+kʰeː	l a + kʰ eː		97 96	97 96	l a + kʰ eː -	i n + i n	97 96	backwards backwards
223	Rupa	back (wards)	back (wards)	lə-kʰeː	lə+kʰeː	l ə + kʰ eː		97 96	97 96	l ə + kʰ eː -	i n + i n	97 96	backwards backwards
#
225	Khispi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u + ʑ a n	n + i n c	56 100	u/a-prefix bad
226	Duhumbi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u + ʑ a n	n + i n c	56 100	u/a-prefix bad
227	Khoina	bad	bad1	a-ʐɐ̃ː (-dyː)	a+ʐɐ̃ː	a + ʐ ɐ̃ː		99 100	99 100	a + ʐ ɐ̃ː -	n + i n	56 100	u/a-prefix bad
229	Khoitam	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a + z ɔ̃ː -	n + i n	56 100	u/a-prefix bad
230	Rahung	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a + z ɔ̃ː -	n + i n	56 100	u/a-prefix bad
231	Rupa	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a + z ɔ̃ː -	n + i n	56 100	u/a-prefix bad
235	Khoina	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239	u/a-prefix ?
236	Jerigaon	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239	u/a-prefix ?
237	Khoitam	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239	u/a-prefix ?
238	Rahung	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239	u/a-prefix ?
239	Rupa	bad	bad2	a-ɲu	a+ɲu	a + ɲ u		99 101	99 101	a + ɲ u	n + i n	56 239	u/a-prefix ?
#
241	Khispi	bamboo	bamboo	mej	mej	m e j		102	102	m e j	i n c	102	bamboo
242	Duhumbi	bamboo	bamboo	mɛj	mɛj	m ɛ j		102	102	m ɛ j	i n c	102	bamboo
243	Khoina	bamboo	bamboo	maː	maː	m aː		102	102	m aː -	i n	102	bamboo
244	Jerigaon	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -	i n	102	bamboo
245	Khoitam	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -	i n	102	bamboo
246	Rahung	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -	i n	102	bamboo
247	Rupa	bamboo	bamboo	maˀ	maˀ	m aˀ		102	102	m aˀ -	i n	102	bamboo
248	Shergaon	bamboo	bamboo	ma	ma	m a		102	102	m a -	i n	102	bamboo
#
251	Khoina	banana	banana	ma-suŋ	ma+suŋ	m a + s u ŋ		104 103	104 103	m a + s u ŋ	i n + i n c	104 103	ma-prefix2 banana
252	Jerigaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103	ma-prefix2 banana
253	Khoitam	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103	ma-prefix2 banana
254	Rahung	banana	banana	pʰ-suŋ	pʰ+suŋ	pʰ + s u ŋ		104 103	105 103	pʰ - + s u ŋ	i + i n c	104 103	ma-prefix2 banana
255	Rupa	banana	banana	mə-suŋ ~ bə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103	ma-prefix2 banana
256	Shergaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103	ma-prefix2 banana
#
257	Khispi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k	i n c	106	barley
258	Duhumbi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k	i n c	106	barley
259	Khoina	barley	barley	pʰuk (dakløː)	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106	barley
260	Jerigaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106	barley
261	Khoitam	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106	barley
262	Rahung	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106	barley
263	Rupa	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106	barley
264	Shergaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106	barley
#
265	Khispi	bastard	bastard	daw-la	daw+la	d a w + l a		108 107	108 107	d a w + l - a	i n c + i n	108 107	bastard bastard
266	Duhumbi	bastard	bastard	dow-la	dow+la	d o w + l a		108 107	108 107	d o w + l - a	i n c + i n	108 107	bastard bastard
267	Khoina	bastard	bastard	də-pʰlɐːʰ	də+pʰlɐːʰ	d ə + pʰ l ɐːʰ		108 107	108 107	d ə - + pʰ l ɐːʰ	i n + i m n	108 107	bastard bastard
268	Jerigaon	bastard	bastard	du-flɐːʰ	du+flɐːʰ	d u + f l ɐːʰ		108 107	108 107	d u - + f l ɐːʰ	i n + i m n	108 107	bastard bastard
269	Khoitam	bastard	bastard	du-pʰlɔːʰ	du+pʰlɔːʰ	d u + pʰ l ɔːʰ		108 107	108 107	d u - + pʰ l ɔːʰ	i n + i m n	108 107	bastard bastard
270	Rahung	bastard	bastard	da-pʰlɔːʰ	da+pʰlɔːʰ	d a + pʰ l ɔːʰ		108 107	108 107	d a - + pʰ l ɔːʰ	i n + i m n	108 107	bastard bastard
271	Rupa	bastard	bastard	də-pʰlɔːʰ	də+pʰlɔːʰ	d ə + pʰ l ɔːʰ		108 107	108 107	d ə - + pʰ l ɔːʰ	i n + i m n	108 107	bastard bastard
272	Shergaon	bastard	bastard	də-pʰlɔː	də+pʰlɔː	d ə + pʰ l ɔː		108 107	108 107	d ə - + pʰ l ɔː	i n + i m n	108 107	bastard bastard
#
273	Khispi	bat	bat	pʰa-baŋ	pʰa+baŋ	pʰ a + b a ŋ		111 109	111 109	pʰ a - + b - a ŋ	i n + i n c	111 109	bat bat
274	Duhumbi	bat	bat	pʰa-waŋ ~ pʰɔŋ-kʰaŋ	pʰa+waŋ	pʰ a + w a ŋ		111 109	111 109	pʰ a - + w - a ŋ	i n + i n c	111 109	bat bat
275	Khoina	bat	bat	ʥə-pʰlɔ̃ː	ʥə+pʰlɔ̃ː	dʑ ə + pʰ l ɔ̃ː		110 109	110 109	dʑ ə - + pʰ l ɔ̃ː -	i n + i m n	110 109	bat bat
276	Jerigaon	bat	bat	ʨʰa-pʰɔ̃ː	ʨʰa+pʰɔ̃ː	tɕʰ a + pʰ ɔ̃ː		110 109	110 109	tɕʰ a - + pʰ - ɔ̃ː -	i n + i n	110 109	bat bat
277	Khoitam	bat	bat	pʰɔː-waŋ	pʰɔː+waŋ	pʰ ɔː + w a ŋ		111 109	111 109	pʰ ɔː - + w - a ŋ	i n + i n c	111 109	bat bat
278	Rahung	bat	bat	ʨʰam-pʰɔm	ʨʰam+pʰɔm	tɕʰ a m + pʰ ɔ m		110 109	110 109	tɕʰ a m + pʰ - ɔ m	i n c + i n c	110 109	bat bat
279	Rupa	bat	bat	ʨʰam-pʰlaː ~ ʦʰam-pʰlɔ̃ː ~ pʰaː-baŋ ~ pʰaː-waŋ	ʨʰam+pʰlaː	tɕʰ a m + pʰ l aː		110 109	110 109	tɕʰ a m + pʰ l aː -	i n c + i m n	110 109	bat bat
280	Shergaon	bat	bat	paŋ-paŋ	paŋ+paŋ	p a ŋ + p a ŋ		111 109	111 109	p a ŋ + p - a ŋ	i n c + i n c	111 109	bat bat
#
281	Khispi	beans	beans	pʰo-bin	pʰo+bin	pʰ o + b i n		112 113	112 113	pʰ o - + b - i n	i n + i n c	112 113	peas beans
283	Khoina	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ + b - a -	i n c + i n	112 113	peas beans
284	Jerigaon	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ + b - a -	i n c + i n	112 113	peas beans
285	Khoitam	beans	beans	pʰɔm-bɛ	pʰɔm+bɛ	pʰ ɔ m + b ɛ		112 113	112 113	pʰ ɔ m + b - ɛ -	i n c + i n	112 113	peas beans
286	Rahung	beans	beans	pʰam-bɛ	pʰam+bɛ	pʰ a m + b ɛ		112 113	112 113	pʰ a m + b - ɛ -	i n c + i n	112 113	peas beans
287	Rupa	beans	beans	pʰam-pʰla	pʰam+pʰla	pʰ a m + pʰ l a		112 113	112 113	pʰ a m + pʰ l a -	i n c + i m n	112 113	peas beans
#
289	Khispi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a + tʰ ɔ m	i n + i n c	115 114	sa-prefix3 bear
290	Duhumbi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a + tʰ ɔ m	i n + i n c	115 114	sa-prefix3 bear
291	Khoina	bear	bear	ɕ-tʰuŋ	ɕ+tʰuŋ	ɕ + tʰ u ŋ		115 114	115 114	ɕ - + tʰ u ŋ	i + i n c	115 114	sa-prefix3 bear
292	Jerigaon	bear	bear	s-tʰuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - + tʰ u ŋ	i + i n c	115 114	sa-prefix3 bear
293	Khoitam	bear	bear	s-tʰuŋ ~ s-tuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - + tʰ u ŋ	i + i n c	115 114	sa-prefix3 bear
294	Rahung	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - + t u ŋ	i + i n c	115 114	sa-prefix3 bear
295	Rupa	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - + t u ŋ	i + i n c	115 114	sa-prefix3 bear
296	Shergaon	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - + t u ŋ	i + i n c	115 114	sa-prefix3 bear
#
297	Khispi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116	beathit
298	Duhumbi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116	beathit
299	Khoina	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k	i n c	116	beathit
300	Jerigaon	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k	i n c	116	beathit
302	Rahung	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116	beathit
303	Rupa	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116	beathit
#
305	Khispi	beautiful	beautiful	u-liɕ-ta	u+liɕ+ta	u + l i ɕ + t a		117 118 120	117 118 120	u + l i ɕ + t a	n + i n c + i n	56 118 120	u/a-prefix beautiful da-suffix1
306	Duhumbi	beautiful	beautiful	u-lis	u+lis	u + l i s		117 118	117 118	u + l i s	n + i n c	56 118	u/a-prefix beautiful
310	Rahung	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a + l eː - + d u	n + i n + i n	56 118 120	u/a-prefix beautiful da-suffix1
311	Rupa	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a + l eː - + d u	n + i n + i n	56 118 120	u/a-prefix beautiful da-suffix1
#
313	Khispi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - + kʰ u s + a + m a -	i n + i n c + n + i n	123 122 124 121	bee bee a-prefix bee
314	Duhumbi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - + kʰ u s + a + m a -	i n + i n c + n + i n	123 122 124 121	bee bee a-prefix bee
315	Khoina	bee	bee	ʨʰə-xø-mɐːʰ	ʨʰə+xø+mɐːʰ	tɕʰ ə + x ø + m ɐːʰ		123 122 121	123 122 121	tɕʰ ə - + x ø - + m ɐːʰ -	i n + i n + i n	123 122 121	bee bee bee
316	Jerigaon	bee	bee	ʨʰə-kʰø-muː	ʨʰə+kʰø+muː	tɕʰ ə + kʰ ø + m uː		123 122 121	123 122 121	tɕʰ ə - + kʰ ø - + m uː -	i n + i n + i n	123 122 121	bee bee bee
318	Rahung	bee	bee	ʨʰaŋ-kʰø-əm	ʨʰaŋ+kʰø+əm	tɕʰ a ŋ + kʰ ø + ə m		123 122 121	123 122 121	tɕʰ a ŋ + kʰ ø - + - ə m	i n c + i n + n c	123 122 121	bee bee bee
319	Rupa	bee	bee	ʨʰə-kʰø-mɔː	ʨʰə+kʰø+mɔː	tɕʰ ə + kʰ ø + m ɔː		123 122 121	123 122 121	tɕʰ ə - + kʰ ø - + m ɔː -	i n + i n + i n	123 122 121	bee bee bee
320	Shergaon	bee	bee	ʨʰə-kʰe-mɔː	ʨʰə+kʰe+mɔː	tɕʰ ə + kʰ e + m ɔː		123 122 121	123 122 121	tɕʰ ə - + kʰ e - + m ɔː -	i n + i n + i n	123 122 121	bee bee bee
#
321	Khispi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
322	Duhumbi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
323	Khoina	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
324	Jerigaon	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
325	Khoitam	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
326	Rahung	beer filter	beer filter	tʰɔk(-bɹoː)	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
327	Rupa	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
328	Shergaon	beer filter	beer filter	(kʰi-)tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125	beerfilter
#
329	Khispi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s + k i	i n c + i n	127 126	beerstrainer beerstrainer
330	Duhumbi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s + k i	i n c + i n	127 126	beerstrainer beerstrainer
332	Jerigaon	beer strainer	beer strainer	ka-ʨɛˀ	ka+ʨɛˀ	k a + tɕ ɛˀ		127 126	127 126	k a - + tɕ ɛˀ	i n + i n	127 126	beerstrainer beerstrainer
333	Khoitam	beer strainer	beer strainer	(byŋ) kʰa-ʨi	kʰa+ʨi	kʰ a + tɕ i		127 126	127 126	kʰ a - + tɕ i	i n + i n	127 126	beerstrainer beerstrainer
#
337	Khispi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a + kʰ u n	i n + i n c	62 128	after behind
338	Duhumbi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a + kʰ u n	i n + i n c	62 128	after behind
342	Rahung	behind	behind	la-kʰeː	la+kʰeː	l a + kʰ eː		129 128	129 128	l a + kʰ eː -	i n + i n	62 128	after behind
343	Rupa	behind	behind	də-kʰeː	də+kʰeː	d ə + kʰ eː		129 128	130 128	d ə + kʰ eː -	i n + i n	62 128	after behind
#
345	Khispi	belly, abdomen	belly, abdomen	hi-niŋ	hi+niŋ	h i + n i ŋ		132 131	132 131	h i + n i ŋ	i n + i n c	132 131	sa-prefix1 bellyabdomen
346	Duhumbi	belly, abdomen	belly, abdomen	hi-liŋ	hi+liŋ	h i + l i ŋ		132 131	132 131	h i + l i ŋ	i n + i n c	132 131	sa-prefix1 bellyabdomen
347	Khoina	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə + r ĩː -	i n + i n	132 131	sa-prefix1 bellyabdomen
348	Jerigaon	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə + r ĩː -	i n + i n	132 131	sa-prefix1 bellyabdomen
