ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS
154	Duhumbi	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83
156	Jerigaon	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83
157	Khoitam	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83
158	Rahung	arrow	arrow	mik-ri	mik+ri	m i k + r i		83 84	83 84	m i k + r i	i n c + i n	83 84
159	Rupa	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83
160	Shergaon	arrow	arrow	mit	mit	m i t		83	83	m i t	i n c	83
162	Duhumbi	ascend	ascend	ʥaŋ(-luŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85
163	Khoina	ascend	ascend	ʥaŋ	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85
164	Jerigaon	ascend	ascend	(kʰa-)ʥaŋ (aŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85
166	Rahung	ascend	ascend	(kʰan-)ʥaŋ (ɔŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85
169	Khispi	ash	ash	ʨʰu-pʰa	ʨʰu+pʰa	tɕʰ u + pʰ a		87 86	87 86	tɕʰ u + pʰ - a	i n + i n	87 86
170	Duhumbi	ash	ash	ʨʰu-pʰaˀ	ʨʰu+pʰaˀ	tɕʰ u + pʰ aˀ		87 86	87 86	tɕʰ u + pʰ - aˀ	i n + i n	87 86
171	Khoina	ash	ash	ʥɐ-pʰlu	ʥɐ+pʰlu	dʑ ɐ + pʰ l u		87 86	87 86	dʑ ɐ + pʰ l u	i n + i m n	87 86
172	Jerigaon	ash	ash	ʨʰɐ-pʰlu	ʨʰɐ+pʰlu	tɕʰ ɐ + pʰ l u		87 86	87 86	tɕʰ ɐ + pʰ l u	i n + i m n	87 86
173	Khoitam	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ a + pʰ l u	i n + i m n	87 86
174	Rahung	ash	ash	ʨʰa-pʰru ~ ʨʰa-pʰlu	ʨʰa+pʰru	tɕʰ a + pʰ r u		87 86	87 86	tɕʰ a + pʰ r u	i n + i m n	87 86
175	Rupa	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ a + pʰ l u	i n + i m n	87 86
176	Shergaon	ash	ash	ʨʰa-plu	ʨʰa+plu	tɕʰ a + p l u		87 86	87 86	tɕʰ a + p l u	i n + i m n	87 86
177	Khispi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k	i n c	88
178	Duhumbi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k	i n c	88
179	Khoina	ask	ask	ʐik	ʐik	ʐ i k		88	88	ʐ i k	i n c	88
181	Khoitam	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88
182	Rahung	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88
183	Rupa	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88
185	Khispi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89
186	Duhumbi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89
187	Khoina	associative	associative	-tʰyŋ	+tʰyŋ	tʰ y ŋ		89	89	tʰ y ŋ	i n c	89
189	Khoitam	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89
190	Rahung	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89
191	Rupa	associative	associative	-tʰɔ̃ː(ŋ)	+tʰɔ̃ː	tʰ ɔ̃ː		89	89	tʰ ɔ̃ː -	i n	89
192	Shergaon	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ	i n c	89
193	Khispi	attic	attic	ʑak ~ ʑap	ʑak	ʑ a k		90	90	ʑ a k	i n c	90
194	Duhumbi	attic	attic	jap	jap	j a p		91	91	j a p	i n c	91
195	Khoina	attic	attic	ʐɔː	ʐɔː	ʐ ɔː		90	90	ʐ ɔː -	i n	90
197	Khoitam	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90
198	Rahung	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90
199	Rupa	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90
200	Shergaon	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90
201	Khispi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a	i n	92
202	Duhumbi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a	i n	92
203	Khoina	axe	axe	pʰu-luˀ	pʰu+luˀ	pʰ u + l uˀ		92 93	92 93	pʰ - u + l uˀ	i n + i n	92 93
204	Jerigaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92
205	Khoitam	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92
206	Rahung	axe	axe	pʰɹuˀ	pʰɹuˀ	pʰ ɹ uˀ		92	92	pʰ ɹ uˀ	i m n	92
207	Rupa	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92
208	Shergaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ	i m n	92
211	Khoina	back (n)	back (n)	na-guŋ	na+guŋ	n a + g u ŋ		95 94	95 94	n a + g u ŋ	i n + i n c	95 94
212	Jerigaon	back (n)	back (n)	na-kuŋ	na+kuŋ	n a + k u ŋ		95 94	95 94	n a + k u ŋ	i n + i n c	95 94
213	Khoitam	back (n)	back (n)	(a-)kyː	kyː	k yː		94	94	k yː -	i n	94
214	Rahung	back (n)	back (n)	kyː	kyː	k yː		94	94	k yː -	i n	94
215	Rupa	back (n)	back (n)	ɲa-kʰuŋ ~ ɲa-guŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a + kʰ u ŋ	i n + i n c	95 94
216	Shergaon	back (n)	back (n)	ɲa-kʰuŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a + kʰ u ŋ	i n + i n c	95 94
217	Khispi	back (wards)	back (wards)	kʰiɕ ~ kʰis	kʰiɕ	kʰ i ɕ		96	98	kʰ i ɕ	i n c	96
221	Khoitam	back (wards)	back (wards)	li-kʰeː	li+kʰeː	l i + kʰ eː		97 96	97 96	l i + kʰ eː -	i n + i n	97 96
222	Rahung	back (wards)	back (wards)	la-kʰeː	la+kʰeː	l a + kʰ eː		97 96	97 96	l a + kʰ eː -	i n + i n	97 96
223	Rupa	back (wards)	back (wards)	lə-kʰeː	lə+kʰeː	l ə + kʰ eː		97 96	97 96	l ə + kʰ eː -	i n + i n	97 96
225	Khispi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u + ʑ a n	n + i n c	56 100
226	Duhumbi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u + ʑ a n	n + i n c	56 100
227	Khoina	bad	bad1	a-ʐɐ̃ː (-dyː)	a+ʐɐ̃ː	a + ʐ ɐ̃ː		99 100	99 100	a + ʐ ɐ̃ː -	n + i n	56 100
229	Khoitam	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a + z ɔ̃ː -	n + i n	56 100
230	Rahung	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a + z ɔ̃ː -	n + i n	56 100
231	Rupa	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a + z ɔ̃ː -	n + i n	56 100
235	Khoina	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239
236	Jerigaon	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239
237	Khoitam	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239
238	Rahung	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a + n u	n + i n	56 239
239	Rupa	bad	bad2	a-ɲu	a+ɲu	a + ɲ u		99 101	99 101	a + ɲ u	n + i n	56 239
241	Khispi	bamboo	bamboo	mej	mej	m e j		102	102	m e j	i n c	102
242	Duhumbi	bamboo	bamboo	mɛj	mɛj	m ɛ j		102	102	m ɛ j	i n c	102
243	Khoina	bamboo	bamboo	maː	maː	m aː		102	102	m aː -	i n	102
244	Jerigaon	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -	i n	102
245	Khoitam	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -	i n	102
246	Rahung	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -	i n	102
247	Rupa	bamboo	bamboo	maˀ	maˀ	m aˀ		102	102	m aˀ -	i n	102
248	Shergaon	bamboo	bamboo	ma	ma	m a		102	102	m a -	i n	102
251	Khoina	banana	banana	ma-suŋ	ma+suŋ	m a + s u ŋ		104 103	104 103	m a + s u ŋ	i n + i n c	104 103
252	Jerigaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103
253	Khoitam	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103
254	Rahung	banana	banana	pʰ-suŋ	pʰ+suŋ	pʰ + s u ŋ		104 103	105 103	pʰ - + s u ŋ	i + i n c	104 103
255	Rupa	banana	banana	mə-suŋ ~ bə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103
256	Shergaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə + s u ŋ	i n + i n c	104 103
257	Khispi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k	i n c	106
258	Duhumbi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k	i n c	106
259	Khoina	barley	barley	pʰuk (dakløː)	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106
260	Jerigaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106
261	Khoitam	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106
262	Rahung	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106
263	Rupa	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106
264	Shergaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k	i n c	106
265	Khispi	bastard	bastard	daw-la	daw+la	d a w + l a		108 107	108 107	d a w + l - a	i n c + i n	108 107
266	Duhumbi	bastard	bastard	dow-la	dow+la	d o w + l a		108 107	108 107	d o w + l - a	i n c + i n	108 107
267	Khoina	bastard	bastard	də-pʰlɐːʰ	də+pʰlɐːʰ	d ə + pʰ l ɐːʰ		108 107	108 107	d ə - + pʰ l ɐːʰ	i n + i m n	108 107
268	Jerigaon	bastard	bastard	du-flɐːʰ	du+flɐːʰ	d u + f l ɐːʰ		108 107	108 107	d u - + f l ɐːʰ	i n + i m n	108 107
269	Khoitam	bastard	bastard	du-pʰlɔːʰ	du+pʰlɔːʰ	d u + pʰ l ɔːʰ		108 107	108 107	d u - + pʰ l ɔːʰ	i n + i m n	108 107
270	Rahung	bastard	bastard	da-pʰlɔːʰ	da+pʰlɔːʰ	d a + pʰ l ɔːʰ		108 107	108 107	d a - + pʰ l ɔːʰ	i n + i m n	108 107
271	Rupa	bastard	bastard	də-pʰlɔːʰ	də+pʰlɔːʰ	d ə + pʰ l ɔːʰ		108 107	108 107	d ə - + pʰ l ɔːʰ	i n + i m n	108 107
272	Shergaon	bastard	bastard	də-pʰlɔː	də+pʰlɔː	d ə + pʰ l ɔː		108 107	108 107	d ə - + pʰ l ɔː	i n + i m n	108 107
273	Khispi	bat	bat	pʰa-baŋ	pʰa+baŋ	pʰ a + b a ŋ		111 109	111 109	pʰ a - + b - a ŋ	i n + i n c	111 109
274	Duhumbi	bat	bat	pʰa-waŋ ~ pʰɔŋ-kʰaŋ	pʰa+waŋ	pʰ a + w a ŋ		111 109	111 109	pʰ a - + w - a ŋ	i n + i n c	111 109
275	Khoina	bat	bat	ʥə-pʰlɔ̃ː	ʥə+pʰlɔ̃ː	dʑ ə + pʰ l ɔ̃ː		110 109	110 109	dʑ ə - + pʰ l ɔ̃ː -	i n + i m n	110 109
276	Jerigaon	bat	bat	ʨʰa-pʰɔ̃ː	ʨʰa+pʰɔ̃ː	tɕʰ a + pʰ ɔ̃ː		110 109	110 109	tɕʰ a - + pʰ - ɔ̃ː -	i n + i n	110 109
277	Khoitam	bat	bat	pʰɔː-waŋ	pʰɔː+waŋ	pʰ ɔː + w a ŋ		111 109	111 109	pʰ ɔː - + w - a ŋ	i n + i n c	111 109
278	Rahung	bat	bat	ʨʰam-pʰɔm	ʨʰam+pʰɔm	tɕʰ a m + pʰ ɔ m		110 109	110 109	tɕʰ a m + pʰ - ɔ m	i n c + i n c	110 109
279	Rupa	bat	bat	ʨʰam-pʰlaː ~ ʦʰam-pʰlɔ̃ː ~ pʰaː-baŋ ~ pʰaː-waŋ	ʨʰam+pʰlaː	tɕʰ a m + pʰ l aː		110 109	110 109	tɕʰ a m + pʰ l aː -	i n c + i m n	110 109
280	Shergaon	bat	bat	paŋ-paŋ	paŋ+paŋ	p a ŋ + p a ŋ		111 109	111 109	p a ŋ + p - a ŋ	i n c + i n c	111 109
281	Khispi	beans	beans	pʰo-bin	pʰo+bin	pʰ o + b i n		112 113	112 113	pʰ o - + b - i n	i n + i n c	112 113
283	Khoina	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ + b - a -	i n c + i n	112 113
284	Jerigaon	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ + b - a -	i n c + i n	112 113
285	Khoitam	beans	beans	pʰɔm-bɛ	pʰɔm+bɛ	pʰ ɔ m + b ɛ		112 113	112 113	pʰ ɔ m + b - ɛ -	i n c + i n	112 113
286	Rahung	beans	beans	pʰam-bɛ	pʰam+bɛ	pʰ a m + b ɛ		112 113	112 113	pʰ a m + b - ɛ -	i n c + i n	112 113
287	Rupa	beans	beans	pʰam-pʰla	pʰam+pʰla	pʰ a m + pʰ l a		112 113	112 113	pʰ a m + pʰ l a -	i n c + i m n	112 113
289	Khispi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a + tʰ ɔ m	i n + i n c	115 114
290	Duhumbi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a + tʰ ɔ m	i n + i n c	115 114
291	Khoina	bear	bear	ɕ-tʰuŋ	ɕ+tʰuŋ	ɕ + tʰ u ŋ		115 114	115 114	ɕ - + tʰ u ŋ	i + i n c	115 114
292	Jerigaon	bear	bear	s-tʰuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - + tʰ u ŋ	i + i n c	115 114
293	Khoitam	bear	bear	s-tʰuŋ ~ s-tuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - + tʰ u ŋ	i + i n c	115 114
294	Rahung	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - + t u ŋ	i + i n c	115 114
295	Rupa	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - + t u ŋ	i + i n c	115 114
296	Shergaon	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - + t u ŋ	i + i n c	115 114
297	Khispi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116
298	Duhumbi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116
299	Khoina	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k	i n c	116
300	Jerigaon	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k	i n c	116
302	Rahung	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116
303	Rupa	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k	i n c	116
305	Khispi	beautiful	beautiful	u-liɕ-ta	u+liɕ+ta	u + l i ɕ + t a		117 118 120	117 118 120	u + l i ɕ + t a	n + i n c + i n	56 118 120
306	Duhumbi	beautiful	beautiful	u-lis	u+lis	u + l i s		117 118	117 118	u + l i s	n + i n c	56 118
310	Rahung	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a + l eː - + d u	n + i n + i n	56 118 120
311	Rupa	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a + l eː - + d u	n + i n + i n	56 118 120
313	Khispi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - + kʰ u s + a + m a -	i n + i n c + n + i n	123 122 124 121
314	Duhumbi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - + kʰ u s + a + m a -	i n + i n c + n + i n	123 122 124 121
315	Khoina	bee	bee	ʨʰə-xø-mɐːʰ	ʨʰə+xø+mɐːʰ	tɕʰ ə + x ø + m ɐːʰ		123 122 121	123 122 121	tɕʰ ə - + x ø - + m ɐːʰ -	i n + i n + i n	123 122 121
316	Jerigaon	bee	bee	ʨʰə-kʰø-muː	ʨʰə+kʰø+muː	tɕʰ ə + kʰ ø + m uː		123 122 121	123 122 121	tɕʰ ə - + kʰ ø - + m uː -	i n + i n + i n	123 122 121
318	Rahung	bee	bee	ʨʰaŋ-kʰø-əm	ʨʰaŋ+kʰø+əm	tɕʰ a ŋ + kʰ ø + ə m		123 122 121	123 122 121	tɕʰ a ŋ + kʰ ø - + - ə m	i n c + i n + n c	123 122 121
319	Rupa	bee	bee	ʨʰə-kʰø-mɔː	ʨʰə+kʰø+mɔː	tɕʰ ə + kʰ ø + m ɔː		123 122 121	123 122 121	tɕʰ ə - + kʰ ø - + m ɔː -	i n + i n + i n	123 122 121
320	Shergaon	bee	bee	ʨʰə-kʰe-mɔː	ʨʰə+kʰe+mɔː	tɕʰ ə + kʰ e + m ɔː		123 122 121	123 122 121	tɕʰ ə - + kʰ e - + m ɔː -	i n + i n + i n	123 122 121
321	Khispi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
322	Duhumbi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
323	Khoina	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
324	Jerigaon	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
325	Khoitam	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
326	Rahung	beer filter	beer filter	tʰɔk(-bɹoː)	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
327	Rupa	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
328	Shergaon	beer filter	beer filter	(kʰi-)tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k	i n c	125
329	Khispi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s + k i	i n c + i n	127 126
330	Duhumbi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s + k i	i n c + i n	127 126
332	Jerigaon	beer strainer	beer strainer	ka-ʨɛˀ	ka+ʨɛˀ	k a + tɕ ɛˀ		127 126	127 126	k a - + tɕ ɛˀ	i n + i n	127 126
333	Khoitam	beer strainer	beer strainer	(byŋ) kʰa-ʨi	kʰa+ʨi	kʰ a + tɕ i		127 126	127 126	kʰ a - + tɕ i	i n + i n	127 126
337	Khispi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a + kʰ u n	i n + i n c	62 128
338	Duhumbi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a + kʰ u n	i n + i n c	62 128
342	Rahung	behind	behind	la-kʰeː	la+kʰeː	l a + kʰ eː		129 128	129 128	l a + kʰ eː -	i n + i n	62 128
343	Rupa	behind	behind	də-kʰeː	də+kʰeː	d ə + kʰ eː		129 128	130 128	d ə + kʰ eː -	i n + i n	62 128
345	Khispi	belly, abdomen	belly, abdomen	hi-niŋ	hi+niŋ	h i + n i ŋ		132 131	132 131	h i + n i ŋ	i n + i n c	132 131
346	Duhumbi	belly, abdomen	belly, abdomen	hi-liŋ	hi+liŋ	h i + l i ŋ		132 131	132 131	h i + l i ŋ	i n + i n c	132 131
347	Khoina	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə + r ĩː -	i n + i n	132 131
348	Jerigaon	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə + r ĩː -	i n + i n	132 131
349	Khoitam	belly, abdomen	belly, abdomen	pʰə-riŋ	pʰə+riŋ	pʰ ə + r i ŋ		133 131	133 131	pʰ ə + r i ŋ	i n + i n c	133 131
350	Rahung	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə + r i ŋ	i n + i n c	132 131
351	Rupa	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə + r i ŋ	i n + i n c	132 131
352	Shergaon	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə + r i ŋ	i n + i n c	132 131
353	Khispi	belt	belt	bu-kʰak	bu+kʰak	b u + kʰ a k		136 134	136 134	b u + kʰ a k	i n + i n c	136 134
354	Duhumbi	belt	belt	bu-kʰak	bu+kʰak	b u + kʰ a k		136 134	136 134	b u + kʰ a k	i n + i n c	136 134
355	Khoina	belt	belt	bu-kʰɐk	bu+kʰɐk	b u + kʰ ɐ k		136 134	136 134	b u + kʰ ɐ k	i n + i n c	136 134
356	Jerigaon	belt	belt	mə-kʰɐk	mə+kʰɐk	m ə + kʰ ɐ k		136 134	135 134	m ə + kʰ ɐ k	i n + i n c	136 134
357	Khoitam	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə + kʰ a k	i n + i n c	136 134
358	Rahung	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə + kʰ a k	i n + i n c	136 134
359	Rupa	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə + kʰ a k	i n + i n c	136 134
360	Shergaon	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə + kʰ a k	i n + i n c	136 134
361	Khispi	big	big	ɔ-dɔk	ɔ+dɔk	ɔ + d ɔ k		137 138	137 138	ɔ + d ɔ k	n + i n c	137 138
362	Duhumbi	big	big	ɔ-dɔk	ɔ+dɔk	ɔ + d ɔ k		137 138	137 138	ɔ + d ɔ k	n + i n c	137 138
363	Khoina	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a + d ɔ k	n + i n c	137 138
364	Jerigaon	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a + d ɔ k	n + i n c	137 138
365	Khoitam	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a + d ɔ k	n + i n c	137 138
366	Rahung	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a + d ɔ k	n + i n c	137 138
367	Rupa	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a + d ɔ k	n + i n c	137 138
368	Shergaon	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a + d ɔ k	n + i n c	137 138
369	Khispi	bind (v)	bind (v)	dɔŋ	dɔŋ	d ɔ ŋ		139	139	d ɔ ŋ	i n c	139
370	Duhumbi	bind (v)	bind (v)	dɔŋ	dɔŋ	d ɔ ŋ		139	139	d ɔ ŋ	i n c	139
371	Khoina	bind (v)	bind (v)	ruŋ	ruŋ	r u ŋ		139	139	r u ŋ	i n c	139
377	Khispi	bird	bird	hwa	hwa	hw a		140	140	hw a	i n	140
378	Duhumbi	bird	bird	hwa	hwa	hw a		140	140	hw a	i n	140
379	Khoina	bird	bird	fuː	fuː	f uː		140	141	f uː	i n	140
380	Jerigaon	bird	bird	huː	huː	h uː		140	140	h uː	i n	140
381	Khoitam	bird	bird	huː	huː	h uː		140	140	h uː	i n	140
382	Rahung	bird	bird	huː	huː	h uː		140	140	h uː	i n	140
383	Rupa	bird	bird	huː	huː	h uː		140	140	h uː	i n	140
384	Shergaon	bird	bird	huː	huː	h uː		140	140	h uː	i n	140
385	Khispi	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k	i n c	142
386	Duhumbi	bite	bite	zjɛk	zjɛk	z j ɛ k		142	142	z j ɛ k	i m n c	142
389	Khoitam	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k	i n c	142
390	Rahung	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k	i n c	142
391	Rupa	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k	i n c	142
392	Shergaon	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k	i n c	142
393	Khispi	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k	i n c	143
394	Duhumbi	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k	i n c	143
395	Khoina	bitter (vi)	bitter (vi)	a-ʨʰɐk	a+ʨʰɐk	a + tɕʰ ɐ k		144 143	144 143	a + tɕʰ ɐ k	n + i n c	56 143
396	Jerigaon	bitter (vi)	bitter (vi)	ʨʰɐk	ʨʰɐk	tɕʰ ɐ k		143	143	tɕʰ ɐ k	i n c	143
397	Khoitam	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k	i n c	143
398	Rahung	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k	i n c	143
399	Rupa	bitter (vi)	bitter (vi)	cʰak ~ ʨʰak	cʰak	cʰ a k		143	143	cʰ a k	i n c	143
400	Shergaon	bitter (vi)	bitter (vi)	a-ʨʰak	a+ʨʰak	a + tɕʰ a k		144 143	144 143	a + tɕʰ a k	n + i n c	56 143
401	Khispi	black	black	u-ʨʰam	u+ʨʰam	u + tɕʰ a m		146 145	146 145	u + tɕʰ a m	n + i n c	56 145
