ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE
139	Khoina	ant	ant	ʂan-dʐɔk	ʂan+dʐɔk	ʂ a n + ɖʐ ɔ k		81 80	81 80	ʂ a n ʂ a n + ɖʐ ɔ k ɖʐ ɔ k	i n c + i n c
140	Jerigaon	ant	ant	san-ʥɔk	san+ʥɔk	s a n + dʑ ɔ k		81 80	81 80	s a n s a n + dʑ ɔ k dʑ ɔ k	i n c + i n c
141	Khoitam	ant	ant	saŋ-ʥɔk	saŋ+ʥɔk	s a ŋ + dʑ ɔ k		81 80	81 80	s a ŋ s a ŋ + dʑ ɔ k dʑ ɔ k	i n c + i n c
142	Rahung	ant	ant	saŋ-ʥɔk	saŋ+ʥɔk	s a ŋ + dʑ ɔ k		81 80	81 80	s a ŋ s a ŋ + dʑ ɔ k dʑ ɔ k	i n c + i n c
143	Rupa	ant	ant	san-ɟɔk ~ san-ʥɔk	san+ɟɔk	s a n + ɟ ɔ k		81 80	81 80	s a n s a n + ɟ ɔ k ɟ ɔ k	i n c + i n c
144	Shergaon	ant	ant	san-ʥɔk	san+ʥɔk	s a n + dʑ ɔ k		81 80	81 80	s a n s a n + dʑ ɔ k dʑ ɔ k	i n c + i n c
145	Khispi	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t pʰ ɛ t	i n c
146	Duhumbi	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t pʰ ɛ t	i n c
147	Khoina	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t pʰ ɛ t	i n c
148	Jerigaon	arrive	arrive	pʰɛʔ	pʰɛʔ	pʰ ɛ ʔ		82	82	pʰ ɛ ʔ pʰ ɛ ʔ	i n c
149	Khoitam	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t pʰ ɛ t	i n c
150	Rahung	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t pʰ ɛ t	i n c
153	Khispi	arrow	arrow	mik	mik	m i k		83	83	m i k m i k	i n c
154	Duhumbi	arrow	arrow	mik	mik	m i k		83	83	m i k m i k	i n c
156	Jerigaon	arrow	arrow	mik	mik	m i k		83	83	m i k m i k	i n c
157	Khoitam	arrow	arrow	mik	mik	m i k		83	83	m i k m i k	i n c
158	Rahung	arrow	arrow	mik-ri	mik+ri	m i k + r i		83 84	83 84	m i k m i k + r i r i	i n c + i n
159	Rupa	arrow	arrow	mik	mik	m i k		83	83	m i k m i k	i n c
160	Shergaon	arrow	arrow	mit	mit	m i t		83	83	m i t m i t	i n c
162	Duhumbi	ascend	ascend	ʥaŋ(-luŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ dʑ a ŋ	i n c
163	Khoina	ascend	ascend	ʥaŋ	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ dʑ a ŋ	i n c
164	Jerigaon	ascend	ascend	(kʰa-)ʥaŋ (aŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ dʑ a ŋ	i n c
166	Rahung	ascend	ascend	(kʰan-)ʥaŋ (ɔŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ dʑ a ŋ	i n c
169	Khispi	ash	ash	ʨʰu-pʰa	ʨʰu+pʰa	tɕʰ u + pʰ a		87 86	87 86	tɕʰ u tɕʰ u + pʰ - a pʰ - a	i n + i n
170	Duhumbi	ash	ash	ʨʰu-pʰaˀ	ʨʰu+pʰaˀ	tɕʰ u + pʰ aˀ		87 86	87 86	tɕʰ u tɕʰ u + pʰ - aˀ pʰ - aˀ	i n + i n
171	Khoina	ash	ash	ʥɐ-pʰlu	ʥɐ+pʰlu	dʑ ɐ + pʰ l u		87 86	87 86	dʑ ɐ dʑ ɐ + pʰ l u pʰ l u	i n + i m n
172	Jerigaon	ash	ash	ʨʰɐ-pʰlu	ʨʰɐ+pʰlu	tɕʰ ɐ + pʰ l u		87 86	87 86	tɕʰ ɐ tɕʰ ɐ + pʰ l u pʰ l u	i n + i m n
173	Khoitam	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ a tɕʰ a + pʰ l u pʰ l u	i n + i m n
174	Rahung	ash	ash	ʨʰa-pʰru ~ ʨʰa-pʰlu	ʨʰa+pʰru	tɕʰ a + pʰ r u		87 86	87 86	tɕʰ a tɕʰ a + pʰ r u pʰ r u	i n + i m n
175	Rupa	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ a tɕʰ a + pʰ l u pʰ l u	i n + i m n
176	Shergaon	ash	ash	ʨʰa-plu	ʨʰa+plu	tɕʰ a + p l u		87 86	87 86	tɕʰ a tɕʰ a + p l u p l u	i n + i m n
177	Khispi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k dʑ i k	i n c
178	Duhumbi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k dʑ i k	i n c
179	Khoina	ask	ask	ʐik	ʐik	ʐ i k		88	88	ʐ i k ʐ i k	i n c
181	Khoitam	ask	ask	zik	zik	z i k		88	88	z i k z i k	i n c
182	Rahung	ask	ask	zik	zik	z i k		88	88	z i k z i k	i n c
183	Rupa	ask	ask	zik	zik	z i k		88	88	z i k z i k	i n c
185	Khispi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ tʰ ɔ ŋ	i n c
186	Duhumbi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ tʰ ɔ ŋ	i n c
187	Khoina	associative	associative	-tʰyŋ	+tʰyŋ	tʰ y ŋ		89	89	tʰ y ŋ tʰ y ŋ	i n c
189	Khoitam	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ tʰ ɔ ŋ	i n c
190	Rahung	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ tʰ ɔ ŋ	i n c
191	Rupa	associative	associative	-tʰɔ̃ː(ŋ)	+tʰɔ̃ː	tʰ ɔ̃ː		89	89	tʰ ɔ̃ː - tʰ ɔ̃ː -	i n
192	Shergaon	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ tʰ ɔ ŋ	i n c
193	Khispi	attic	attic	ʑak ~ ʑap	ʑak	ʑ a k		90	90	ʑ a k ʑ a k	i n c
194	Duhumbi	attic	attic	jap	jap	j a p		91	91	j a p j a p	i n c
195	Khoina	attic	attic	ʐɔː	ʐɔː	ʐ ɔː		90	90	ʐ ɔː - ʐ ɔː -	i n
197	Khoitam	attic	attic	zoː	zoː	z oː		90	90	z oː - z oː -	i n
198	Rahung	attic	attic	zoː	zoː	z oː		90	90	z oː - z oː -	i n
199	Rupa	attic	attic	zoː	zoː	z oː		90	90	z oː - z oː -	i n
200	Shergaon	attic	attic	zoː	zoː	z oː		90	90	z oː - z oː -	i n
201	Khispi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a pʰ - a	i n
202	Duhumbi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a pʰ - a	i n
203	Khoina	axe	axe	pʰu-luˀ	pʰu+luˀ	pʰ u + l uˀ		92 93	92 93	pʰ - u pʰ - u + l uˀ l uˀ	i n + i n
204	Jerigaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ pʰ l uˀ	i m n
205	Khoitam	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ pʰ l uˀ	i m n
206	Rahung	axe	axe	pʰɹuˀ	pʰɹuˀ	pʰ ɹ uˀ		92	92	pʰ ɹ uˀ pʰ ɹ uˀ	i m n
207	Rupa	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ pʰ l uˀ	i m n
208	Shergaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ pʰ l uˀ	i m n
211	Khoina	back (n)	back (n)	na-guŋ	na+guŋ	n a + g u ŋ		95 94	95 94	n a n a + g u ŋ g u ŋ	i n + i n c
212	Jerigaon	back (n)	back (n)	na-kuŋ	na+kuŋ	n a + k u ŋ		95 94	95 94	n a n a + k u ŋ k u ŋ	i n + i n c
213	Khoitam	back (n)	back (n)	(a-)kyː	kyː	k yː		94	94	k yː - k yː -	i n
214	Rahung	back (n)	back (n)	kyː	kyː	k yː		94	94	k yː - k yː -	i n
215	Rupa	back (n)	back (n)	ɲa-kʰuŋ ~ ɲa-guŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a ɲ a + kʰ u ŋ kʰ u ŋ	i n + i n c
216	Shergaon	back (n)	back (n)	ɲa-kʰuŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a ɲ a + kʰ u ŋ kʰ u ŋ	i n + i n c
217	Khispi	back (wards)	back (wards)	kʰiɕ ~ kʰis	kʰiɕ	kʰ i ɕ		96	98	kʰ i ɕ kʰ i ɕ	i n c
221	Khoitam	back (wards)	back (wards)	li-kʰeː	li+kʰeː	l i + kʰ eː		97 96	97 96	l i l i + kʰ eː - kʰ eː -	i n + i n
222	Rahung	back (wards)	back (wards)	la-kʰeː	la+kʰeː	l a + kʰ eː		97 96	97 96	l a l a + kʰ eː - kʰ eː -	i n + i n
223	Rupa	back (wards)	back (wards)	lə-kʰeː	lə+kʰeː	l ə + kʰ eː		97 96	97 96	l ə l ə + kʰ eː - kʰ eː -	i n + i n
225	Khispi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u u + ʑ a n ʑ a n	n + i n c
226	Duhumbi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u u + ʑ a n ʑ a n	n + i n c
227	Khoina	bad	bad1	a-ʐɐ̃ː (-dyː)	a+ʐɐ̃ː	a + ʐ ɐ̃ː		99 100	99 100	a a + ʐ ɐ̃ː - ʐ ɐ̃ː -	n + i n
229	Khoitam	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a a + z ɔ̃ː - z ɔ̃ː -	n + i n
230	Rahung	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a a + z ɔ̃ː - z ɔ̃ː -	n + i n
231	Rupa	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a a + z ɔ̃ː - z ɔ̃ː -	n + i n
235	Khoina	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a a + n u n u	n + i n
236	Jerigaon	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a a + n u n u	n + i n
237	Khoitam	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a a + n u n u	n + i n
238	Rahung	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a a + n u n u	n + i n
239	Rupa	bad	bad2	a-ɲu	a+ɲu	a + ɲ u		99 101	99 101	a a + ɲ u ɲ u	n + i n
241	Khispi	bamboo	bamboo	mej	mej	m e j		102	102	m e j m e j	i n c
242	Duhumbi	bamboo	bamboo	mɛj	mɛj	m ɛ j		102	102	m ɛ j m ɛ j	i n c
243	Khoina	bamboo	bamboo	maː	maː	m aː		102	102	m aː - m aː -	i n
244	Jerigaon	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ - m ɛˀ -	i n
245	Khoitam	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ - m ɛˀ -	i n
246	Rahung	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ - m ɛˀ -	i n
247	Rupa	bamboo	bamboo	maˀ	maˀ	m aˀ		102	102	m aˀ - m aˀ -	i n
248	Shergaon	bamboo	bamboo	ma	ma	m a		102	102	m a - m a -	i n
251	Khoina	banana	banana	ma-suŋ	ma+suŋ	m a + s u ŋ		104 103	104 103	m a m a + s u ŋ s u ŋ	i n + i n c
252	Jerigaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə m ə + s u ŋ s u ŋ	i n + i n c
253	Khoitam	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə m ə + s u ŋ s u ŋ	i n + i n c
254	Rahung	banana	banana	pʰ-suŋ	pʰ+suŋ	pʰ + s u ŋ		104 103	105 103	pʰ - pʰ - + s u ŋ s u ŋ	i + i n c
255	Rupa	banana	banana	mə-suŋ ~ bə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə m ə + s u ŋ s u ŋ	i n + i n c
256	Shergaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə m ə + s u ŋ s u ŋ	i n + i n c
257	Khispi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k pʰ ɔ k	i n c
258	Duhumbi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k pʰ ɔ k	i n c
259	Khoina	barley	barley	pʰuk (dakløː)	pʰuk	pʰ u k		106	106	pʰ u k pʰ u k	i n c
260	Jerigaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k pʰ u k	i n c
261	Khoitam	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k pʰ u k	i n c
262	Rahung	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k pʰ u k	i n c
263	Rupa	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k pʰ u k	i n c
264	Shergaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k pʰ u k	i n c
265	Khispi	bastard	bastard	daw-la	daw+la	d a w + l a		108 107	108 107	d a w d a w + l - a l - a	i n c + i n
266	Duhumbi	bastard	bastard	dow-la	dow+la	d o w + l a		108 107	108 107	d o w d o w + l - a l - a	i n c + i n
267	Khoina	bastard	bastard	də-pʰlɐːʰ	də+pʰlɐːʰ	d ə + pʰ l ɐːʰ		108 107	108 107	d ə - d ə - + pʰ l ɐːʰ pʰ l ɐːʰ	i n + i m n
268	Jerigaon	bastard	bastard	du-flɐːʰ	du+flɐːʰ	d u + f l ɐːʰ		108 107	108 107	d u - d u - + f l ɐːʰ f l ɐːʰ	i n + i m n
269	Khoitam	bastard	bastard	du-pʰlɔːʰ	du+pʰlɔːʰ	d u + pʰ l ɔːʰ		108 107	108 107	d u - d u - + pʰ l ɔːʰ pʰ l ɔːʰ	i n + i m n
270	Rahung	bastard	bastard	da-pʰlɔːʰ	da+pʰlɔːʰ	d a + pʰ l ɔːʰ		108 107	108 107	d a - d a - + pʰ l ɔːʰ pʰ l ɔːʰ	i n + i m n
271	Rupa	bastard	bastard	də-pʰlɔːʰ	də+pʰlɔːʰ	d ə + pʰ l ɔːʰ		108 107	108 107	d ə - d ə - + pʰ l ɔːʰ pʰ l ɔːʰ	i n + i m n
272	Shergaon	bastard	bastard	də-pʰlɔː	də+pʰlɔː	d ə + pʰ l ɔː		108 107	108 107	d ə - d ə - + pʰ l ɔː pʰ l ɔː	i n + i m n
273	Khispi	bat	bat	pʰa-baŋ	pʰa+baŋ	pʰ a + b a ŋ		111 109	111 109	pʰ a - pʰ a - + b - a ŋ b - a ŋ	i n + i n c
274	Duhumbi	bat	bat	pʰa-waŋ ~ pʰɔŋ-kʰaŋ	pʰa+waŋ	pʰ a + w a ŋ		111 109	111 109	pʰ a - pʰ a - + w - a ŋ w - a ŋ	i n + i n c
275	Khoina	bat	bat	ʥə-pʰlɔ̃ː	ʥə+pʰlɔ̃ː	dʑ ə + pʰ l ɔ̃ː		110 109	110 109	dʑ ə - dʑ ə - + pʰ l ɔ̃ː - pʰ l ɔ̃ː -	i n + i m n
276	Jerigaon	bat	bat	ʨʰa-pʰɔ̃ː	ʨʰa+pʰɔ̃ː	tɕʰ a + pʰ ɔ̃ː		110 109	110 109	tɕʰ a - tɕʰ a - + pʰ - ɔ̃ː - pʰ - ɔ̃ː -	i n + i n
277	Khoitam	bat	bat	pʰɔː-waŋ	pʰɔː+waŋ	pʰ ɔː + w a ŋ		111 109	111 109	pʰ ɔː - pʰ ɔː - + w - a ŋ w - a ŋ	i n + i n c
278	Rahung	bat	bat	ʨʰam-pʰɔm	ʨʰam+pʰɔm	tɕʰ a m + pʰ ɔ m		110 109	110 109	tɕʰ a m tɕʰ a m + pʰ - ɔ m pʰ - ɔ m	i n c + i n c
279	Rupa	bat	bat	ʨʰam-pʰlaː ~ ʦʰam-pʰlɔ̃ː ~ pʰaː-baŋ ~ pʰaː-waŋ	ʨʰam+pʰlaː	tɕʰ a m + pʰ l aː		110 109	110 109	tɕʰ a m tɕʰ a m + pʰ l aː - pʰ l aː -	i n c + i m n
280	Shergaon	bat	bat	paŋ-paŋ	paŋ+paŋ	p a ŋ + p a ŋ		111 109	111 109	p a ŋ p a ŋ + p - a ŋ p - a ŋ	i n c + i n c
281	Khispi	beans	beans	pʰo-bin	pʰo+bin	pʰ o + b i n		112 113	112 113	pʰ o - pʰ o - + b - i n b - i n	i n + i n c
283	Khoina	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ pʰ ɔ ŋ + b - a - b - a -	i n c + i n
284	Jerigaon	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ pʰ ɔ ŋ + b - a - b - a -	i n c + i n
285	Khoitam	beans	beans	pʰɔm-bɛ	pʰɔm+bɛ	pʰ ɔ m + b ɛ		112 113	112 113	pʰ ɔ m pʰ ɔ m + b - ɛ - b - ɛ -	i n c + i n
286	Rahung	beans	beans	pʰam-bɛ	pʰam+bɛ	pʰ a m + b ɛ		112 113	112 113	pʰ a m pʰ a m + b - ɛ - b - ɛ -	i n c + i n
287	Rupa	beans	beans	pʰam-pʰla	pʰam+pʰla	pʰ a m + pʰ l a		112 113	112 113	pʰ a m pʰ a m + pʰ l a - pʰ l a -	i n c + i m n
289	Khispi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a ɕ a + tʰ ɔ m tʰ ɔ m	i n + i n c
290	Duhumbi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a ɕ a + tʰ ɔ m tʰ ɔ m	i n + i n c
291	Khoina	bear	bear	ɕ-tʰuŋ	ɕ+tʰuŋ	ɕ + tʰ u ŋ		115 114	115 114	ɕ - ɕ - + tʰ u ŋ tʰ u ŋ	i + i n c
292	Jerigaon	bear	bear	s-tʰuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - s - + tʰ u ŋ tʰ u ŋ	i + i n c
293	Khoitam	bear	bear	s-tʰuŋ ~ s-tuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - s - + tʰ u ŋ tʰ u ŋ	i + i n c
294	Rahung	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - s - + t u ŋ t u ŋ	i + i n c
295	Rupa	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - s - + t u ŋ t u ŋ	i + i n c
296	Shergaon	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - s - + t u ŋ t u ŋ	i + i n c
297	Khispi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k m a k	i n c
298	Duhumbi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k m a k	i n c
299	Khoina	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k w ɐ k	i n c
300	Jerigaon	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k w ɐ k	i n c
302	Rahung	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k m a k	i n c
303	Rupa	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k m a k	i n c
305	Khispi	beautiful	beautiful	u-liɕ-ta	u+liɕ+ta	u + l i ɕ + t a		117 118 120	117 118 120	u u + l i ɕ l i ɕ + t a t a	n + i n c + i n
306	Duhumbi	beautiful	beautiful	u-lis	u+lis	u + l i s		117 118	117 118	u u + l i s l i s	n + i n c
310	Rahung	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a a + l eː - l eː - + d u d u	n + i n + i n
311	Rupa	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a a + l eː - l eː - + d u d u	n + i n + i n
313	Khispi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - tɕʰ i - + kʰ u s kʰ u s + a a + m a - m a -	i n + i n c + n + i n
314	Duhumbi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - tɕʰ i - + kʰ u s kʰ u s + a a + m a - m a -	i n + i n c + n + i n
315	Khoina	bee	bee	ʨʰə-xø-mɐːʰ	ʨʰə+xø+mɐːʰ	tɕʰ ə + x ø + m ɐːʰ		123 122 121	123 122 121	tɕʰ ə - tɕʰ ə - + x ø - x ø - + m ɐːʰ - m ɐːʰ -	i n + i n + i n
316	Jerigaon	bee	bee	ʨʰə-kʰø-muː	ʨʰə+kʰø+muː	tɕʰ ə + kʰ ø + m uː		123 122 121	123 122 121	tɕʰ ə - tɕʰ ə - + kʰ ø - kʰ ø - + m uː - m uː -	i n + i n + i n
318	Rahung	bee	bee	ʨʰaŋ-kʰø-əm	ʨʰaŋ+kʰø+əm	tɕʰ a ŋ + kʰ ø + ə m		123 122 121	123 122 121	tɕʰ a ŋ tɕʰ a ŋ + kʰ ø - kʰ ø - + - ə m - ə m	i n c + i n + n c
319	Rupa	bee	bee	ʨʰə-kʰø-mɔː	ʨʰə+kʰø+mɔː	tɕʰ ə + kʰ ø + m ɔː		123 122 121	123 122 121	tɕʰ ə - tɕʰ ə - + kʰ ø - kʰ ø - + m ɔː - m ɔː -	i n + i n + i n
320	Shergaon	bee	bee	ʨʰə-kʰe-mɔː	ʨʰə+kʰe+mɔː	tɕʰ ə + kʰ e + m ɔː		123 122 121	123 122 121	tɕʰ ə - tɕʰ ə - + kʰ e - kʰ e - + m ɔː - m ɔː -	i n + i n + i n
321	Khispi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
322	Duhumbi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
323	Khoina	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
324	Jerigaon	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
325	Khoitam	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
326	Rahung	beer filter	beer filter	tʰɔk(-bɹoː)	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
327	Rupa	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
328	Shergaon	beer filter	beer filter	(kʰi-)tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k tʰ ɔ k	i n c
329	Khispi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s kʰ a s + k i k i	i n c + i n
330	Duhumbi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s kʰ a s + k i k i	i n c + i n
332	Jerigaon	beer strainer	beer strainer	ka-ʨɛˀ	ka+ʨɛˀ	k a + tɕ ɛˀ		127 126	127 126	k a - k a - + tɕ ɛˀ tɕ ɛˀ	i n + i n
333	Khoitam	beer strainer	beer strainer	(byŋ) kʰa-ʨi	kʰa+ʨi	kʰ a + tɕ i		127 126	127 126	kʰ a - kʰ a - + tɕ i tɕ i	i n + i n
337	Khispi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a l a + kʰ u n kʰ u n	i n + i n c
338	Duhumbi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a l a + kʰ u n kʰ u n	i n + i n c
342	Rahung	behind	behind	la-kʰeː	la+kʰeː	l a + kʰ eː		129 128	129 128	l a l a + kʰ eː - kʰ eː -	i n + i n
343	Rupa	behind	behind	də-kʰeː	də+kʰeː	d ə + kʰ eː		129 128	130 128	d ə d ə + kʰ eː - kʰ eː -	i n + i n
345	Khispi	belly, abdomen	belly, abdomen	hi-niŋ	hi+niŋ	h i + n i ŋ		132 131	132 131	h i h i + n i ŋ n i ŋ	i n + i n c
346	Duhumbi	belly, abdomen	belly, abdomen	hi-liŋ	hi+liŋ	h i + l i ŋ		132 131	132 131	h i h i + l i ŋ l i ŋ	i n + i n c
347	Khoina	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə s ə + r ĩː - r ĩː -	i n + i n
348	Jerigaon	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə s ə + r ĩː - r ĩː -	i n + i n
349	Khoitam	belly, abdomen	belly, abdomen	pʰə-riŋ	pʰə+riŋ	pʰ ə + r i ŋ		133 131	133 131	pʰ ə pʰ ə + r i ŋ r i ŋ	i n + i n c
350	Rahung	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə s ə + r i ŋ r i ŋ	i n + i n c
351	Rupa	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə s ə + r i ŋ r i ŋ	i n + i n c
352	Shergaon	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə s ə + r i ŋ r i ŋ	i n + i n c
353	Khispi	belt	belt	bu-kʰak	bu+kʰak	b u + kʰ a k		136 134	136 134	b u b u + kʰ a k kʰ a k	i n + i n c
354	Duhumbi	belt	belt	bu-kʰak	bu+kʰak	b u + kʰ a k		136 134	136 134	b u b u + kʰ a k kʰ a k	i n + i n c
355	Khoina	belt	belt	bu-kʰɐk	bu+kʰɐk	b u + kʰ ɐ k		136 134	136 134	b u b u + kʰ ɐ k kʰ ɐ k	i n + i n c
356	Jerigaon	belt	belt	mə-kʰɐk	mə+kʰɐk	m ə + kʰ ɐ k		136 134	135 134	m ə m ə + kʰ ɐ k kʰ ɐ k	i n + i n c
357	Khoitam	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə m ə + kʰ a k kʰ a k	i n + i n c
358	Rahung	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə m ə + kʰ a k kʰ a k	i n + i n c
359	Rupa	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə m ə + kʰ a k kʰ a k	i n + i n c
