ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT
183	Rupa	ask	ask	zik	zik	z i k		88	88	z i k
185	Khispi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ
186	Duhumbi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ
187	Khoina	associative	associative	-tʰyŋ	+tʰyŋ	tʰ y ŋ		89	89	tʰ y ŋ
189	Khoitam	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ
190	Rahung	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ
191	Rupa	associative	associative	-tʰɔ̃ː(ŋ)	+tʰɔ̃ː	tʰ ɔ̃ː		89	89	tʰ ɔ̃ː -
192	Shergaon	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ ɔ ŋ
193	Khispi	attic	attic	ʑak ~ ʑap	ʑak	ʑ a k		90	90	ʑ a k
194	Duhumbi	attic	attic	jap	jap	j a p		91	91	j a p
195	Khoina	attic	attic	ʐɔː	ʐɔː	ʐ ɔː		90	90	ʐ ɔː -
197	Khoitam	attic	attic	zoː	zoː	z oː		90	90	z oː -
198	Rahung	attic	attic	zoː	zoː	z oː		90	90	z oː -
199	Rupa	attic	attic	zoː	zoː	z oː		90	90	z oː -
200	Shergaon	attic	attic	zoː	zoː	z oː		90	90	z oː -
201	Khispi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a
202	Duhumbi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ - a
203	Khoina	axe	axe	pʰu-luˀ	pʰu+luˀ	pʰ u + l uˀ		92 93	92 93	pʰ - u ◦ l uˀ
204	Jerigaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ
205	Khoitam	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ
206	Rahung	axe	axe	pʰɹuˀ	pʰɹuˀ	pʰ ɹ uˀ		92	92	pʰ ɹ uˀ
207	Rupa	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ
208	Shergaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ l uˀ
211	Khoina	back (n)	back (n)	na-guŋ	na+guŋ	n a + g u ŋ		95 94	95 94	n a ◦ g u ŋ
212	Jerigaon	back (n)	back (n)	na-kuŋ	na+kuŋ	n a + k u ŋ		95 94	95 94	n a ◦ k u ŋ
213	Khoitam	back (n)	back (n)	(a-)kyː	kyː	k yː		94	94	k yː -
214	Rahung	back (n)	back (n)	kyː	kyː	k yː		94	94	k yː -
215	Rupa	back (n)	back (n)	ɲa-kʰuŋ ~ ɲa-guŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a ◦ kʰ u ŋ
216	Shergaon	back (n)	back (n)	ɲa-kʰuŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ		95 94	95 94	ɲ a ◦ kʰ u ŋ
217	Khispi	back (wards)	back (wards)	kʰiɕ ~ kʰis	kʰiɕ	kʰ i ɕ		96	98	kʰ i ɕ
221	Khoitam	back (wards)	back (wards)	li-kʰeː	li+kʰeː	l i + kʰ eː		97 96	97 96	l i ◦ kʰ eː
222	Rahung	back (wards)	back (wards)	la-kʰeː	la+kʰeː	l a + kʰ eː		97 96	97 96	l a ◦ kʰ eː
223	Rupa	back (wards)	back (wards)	lə-kʰeː	lə+kʰeː	l ə + kʰ eː		97 96	97 96	l ə ◦ kʰ eː
225	Khispi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u ◦ ʑ a n
226	Duhumbi	bad	bad1	u-ʑan	u+ʑan	u + ʑ a n		99 100	99 100	u ◦ ʑ a n
227	Khoina	bad	bad1	a-ʐɐ̃ː (-dyː)	a+ʐɐ̃ː	a + ʐ ɐ̃ː		99 100	99 100	a ◦ ʐ ɐ̃ː -
229	Khoitam	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a ◦ z ɔ̃ː -
230	Rahung	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a ◦ z ɔ̃ː -
231	Rupa	bad	bad1	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː		99 100	99 100	a ◦ z ɔ̃ː -
235	Khoina	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a ◦ n u
236	Jerigaon	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a ◦ n u
237	Khoitam	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a ◦ n u
238	Rahung	bad	bad2	a-nu	a+nu	a + n u		99 101	99 101	a ◦ n u
239	Rupa	bad	bad2	a-ɲu	a+ɲu	a + ɲ u		99 101	99 101	a ◦ ɲ u
241	Khispi	bamboo	bamboo	mej	mej	m e j		102	102	m e j
242	Duhumbi	bamboo	bamboo	mɛj	mɛj	m ɛ j		102	102	m ɛ j
243	Khoina	bamboo	bamboo	maː	maː	m aː		102	102	m aː -
244	Jerigaon	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -
245	Khoitam	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -
246	Rahung	bamboo	bamboo	mɛˀ	mɛˀ	m ɛˀ		102	102	m ɛˀ -
247	Rupa	bamboo	bamboo	maˀ	maˀ	m aˀ		102	102	m aˀ -
248	Shergaon	bamboo	bamboo	ma	ma	m a		102	102	m a -
251	Khoina	banana	banana	ma-suŋ	ma+suŋ	m a + s u ŋ		104 103	104 103	m a ◦ s u ŋ
252	Jerigaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə ◦ s u ŋ
253	Khoitam	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə ◦ s u ŋ
254	Rahung	banana	banana	pʰ-suŋ	pʰ+suŋ	pʰ + s u ŋ		104 103	105 103	pʰ ◦ s u ŋ
255	Rupa	banana	banana	mə-suŋ ~ bə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə ◦ s u ŋ
256	Shergaon	banana	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ		104 103	104 103	m ə ◦ s u ŋ
257	Khispi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k
258	Duhumbi	barley	barley	pʰɔk	pʰɔk	pʰ ɔ k		106	106	pʰ ɔ k
259	Khoina	barley	barley	pʰuk (dakløː)	pʰuk	pʰ u k		106	106	pʰ u k
260	Jerigaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k
261	Khoitam	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k
262	Rahung	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k
263	Rupa	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k
264	Shergaon	barley	barley	pʰuk	pʰuk	pʰ u k		106	106	pʰ u k
265	Khispi	bastard	bastard	daw-la	daw+la	d a w + l a		108 107	108 107	d a w ◦ - l a
266	Duhumbi	bastard	bastard	dow-la	dow+la	d o w + l a		108 107	108 107	d o w ◦ - l a
267	Khoina	bastard	bastard	də-pʰlɐːʰ	də+pʰlɐːʰ	d ə + pʰ l ɐːʰ		108 107	108 107	d ə - ◦ pʰ l ɐːʰ
268	Jerigaon	bastard	bastard	du-flɐːʰ	du+flɐːʰ	d u + f l ɐːʰ		108 107	108 107	d u - ◦ f l ɐːʰ
269	Khoitam	bastard	bastard	du-pʰlɔːʰ	du+pʰlɔːʰ	d u + pʰ l ɔːʰ		108 107	108 107	d u - ◦ pʰ l ɔːʰ
270	Rahung	bastard	bastard	da-pʰlɔːʰ	da+pʰlɔːʰ	d a + pʰ l ɔːʰ		108 107	108 107	d a - ◦ pʰ l ɔːʰ
271	Rupa	bastard	bastard	də-pʰlɔːʰ	də+pʰlɔːʰ	d ə + pʰ l ɔːʰ		108 107	108 107	d ə - ◦ pʰ l ɔːʰ
272	Shergaon	bastard	bastard	də-pʰlɔː	də+pʰlɔː	d ə + pʰ l ɔː		108 107	108 107	d ə - ◦ pʰ l ɔː
273	Khispi	bat	bat	pʰa-baŋ	pʰa+baŋ	pʰ a + b a ŋ		111 109	111 109	pʰ a - ◦ b - a ŋ
274	Duhumbi	bat	bat	pʰa-waŋ ~ pʰɔŋ-kʰaŋ	pʰa+waŋ	pʰ a + w a ŋ		111 109	111 109	pʰ a - ◦ w - a ŋ
275	Khoina	bat	bat	ʥə-pʰlɔ̃ː	ʥə+pʰlɔ̃ː	dʑ ə + pʰ l ɔ̃ː		110 109	110 109	dʑ ə - ◦ pʰ l ɔ̃ː -
276	Jerigaon	bat	bat	ʨʰa-pʰɔ̃ː	ʨʰa+pʰɔ̃ː	tɕʰ a + pʰ ɔ̃ː		110 109	110 109	tɕʰ a - ◦ pʰ - ɔ̃ː -
277	Khoitam	bat	bat	pʰɔː-waŋ	pʰɔː+waŋ	pʰ ɔː + w a ŋ		111 109	111 109	pʰ ɔː - ◦ w - a ŋ
278	Rahung	bat	bat	ʨʰam-pʰɔm	ʨʰam+pʰɔm	tɕʰ a m + pʰ ɔ m		110 109	110 109	tɕʰ a m ◦ pʰ - ɔ m
279	Rupa	bat	bat	ʨʰam-pʰlaː ~ ʦʰam-pʰlɔ̃ː ~ pʰaː-baŋ ~ pʰaː-waŋ	ʨʰam+pʰlaː	tɕʰ a m + pʰ l aː		110 109	110 109	tɕʰ a m ◦ pʰ l aː -
280	Shergaon	bat	bat	paŋ-paŋ	paŋ+paŋ	p a ŋ + p a ŋ		111 109	111 109	p a ŋ ◦ p - a ŋ
281	Khispi	beans	beans	pʰo-bin	pʰo+bin	pʰ o + b i n		112 113	112 113	pʰ o - ◦ b - i n
283	Khoina	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ ◦ b - a -
284	Jerigaon	beans	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a		112 113	112 113	pʰ ɔ ŋ ◦ b - a -
285	Khoitam	beans	beans	pʰɔm-bɛ	pʰɔm+bɛ	pʰ ɔ m + b ɛ		112 113	112 113	pʰ ɔ m ◦ b - ɛ -
286	Rahung	beans	beans	pʰam-bɛ	pʰam+bɛ	pʰ a m + b ɛ		112 113	112 113	pʰ a m ◦ b - ɛ -
287	Rupa	beans	beans	pʰam-pʰla	pʰam+pʰla	pʰ a m + pʰ l a		112 113	112 113	pʰ a m ◦ pʰ l a -
289	Khispi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a ◦ tʰ ɔ m
290	Duhumbi	bear	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m		115 114	115 114	ɕ a ◦ tʰ ɔ m
291	Khoina	bear	bear	ɕ-tʰuŋ	ɕ+tʰuŋ	ɕ + tʰ u ŋ		115 114	115 114	ɕ - ◦ tʰ u ŋ
292	Jerigaon	bear	bear	s-tʰuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - ◦ tʰ u ŋ
293	Khoitam	bear	bear	s-tʰuŋ ~ s-tuŋ	s+tʰuŋ	s + tʰ u ŋ		115 114	115 114	s - ◦ tʰ u ŋ
294	Rahung	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - ◦ t u ŋ
295	Rupa	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - ◦ t u ŋ
296	Shergaon	bear	bear	s-tuŋ	s+tuŋ	s + t u ŋ		115 114	115 114	s - ◦ t u ŋ
297	Khispi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k
298	Duhumbi	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k
299	Khoina	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k
300	Jerigaon	beat, hit	beat, hit	wɐk	wɐk	w ɐ k		116	116	w ɐ k
302	Rahung	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k
303	Rupa	beat, hit	beat, hit	mak	mak	m a k		116	116	m a k
305	Khispi	beautiful	beautiful	u-liɕ-ta	u+liɕ+ta	u + l i ɕ + t a		117 118 120	117 118 120	u ◦ l i ɕ ◦ t a
306	Duhumbi	beautiful	beautiful	u-lis	u+lis	u + l i s		117 118	117 118	u ◦ l i s
310	Rahung	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a ◦ l eː - ◦ d u
311	Rupa	beautiful	beautiful	a-leː-du	a+leː+du	a + l eː + d u		117 118 120	117 118 119	a ◦ l eː - ◦ d u
313	Khispi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - ◦ kʰ u s ◦ a ◦ - m a
314	Duhumbi	bee	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s _ a + m a		123 122 124 121	123 122 124 121	tɕʰ i - ◦ kʰ u s ◦ a ◦ - m a
315	Khoina	bee	bee	ʨʰə-xø-mɐːʰ	ʨʰə+xø+mɐːʰ	tɕʰ ə + x ø + m ɐːʰ		123 122 121	123 122 121	tɕʰ ə - ◦ x ø - ◦ - m ɐːʰ
316	Jerigaon	bee	bee	ʨʰə-kʰø-muː	ʨʰə+kʰø+muː	tɕʰ ə + kʰ ø + m uː		123 122 121	123 122 121	tɕʰ ə - ◦ kʰ ø - ◦ - m uː
318	Rahung	bee	bee	ʨʰaŋ-kʰø-əm	ʨʰaŋ+kʰø+əm	tɕʰ a ŋ + kʰ ø + ə m		123 122 121	123 122 121	tɕʰ a ŋ ◦ kʰ ø - ◦ ə m -
319	Rupa	bee	bee	ʨʰə-kʰø-mɔː	ʨʰə+kʰø+mɔː	tɕʰ ə + kʰ ø + m ɔː		123 122 121	123 122 121	tɕʰ ə - ◦ kʰ ø - ◦ - m ɔː
320	Shergaon	bee	bee	ʨʰə-kʰe-mɔː	ʨʰə+kʰe+mɔː	tɕʰ ə + kʰ e + m ɔː		123 122 121	123 122 121	tɕʰ ə - ◦ kʰ e - ◦ - m ɔː
321	Khispi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
322	Duhumbi	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
323	Khoina	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
324	Jerigaon	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
325	Khoitam	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
326	Rahung	beer filter	beer filter	tʰɔk(-bɹoː)	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
327	Rupa	beer filter	beer filter	tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
328	Shergaon	beer filter	beer filter	(kʰi-)tʰɔk	tʰɔk	tʰ ɔ k		125	125	tʰ ɔ k
329	Khispi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s ◦ k i
330	Duhumbi	beer strainer	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i		127 126	127 126	kʰ a s ◦ k i
332	Jerigaon	beer strainer	beer strainer	ka-ʨɛˀ	ka+ʨɛˀ	k a + tɕ ɛˀ		127 126	127 126	k a - ◦ tɕ ɛˀ
333	Khoitam	beer strainer	beer strainer	(byŋ) kʰa-ʨi	kʰa+ʨi	kʰ a + tɕ i		127 126	127 126	kʰ a - ◦ tɕ i
337	Khispi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a ◦ kʰ u n
338	Duhumbi	behind	behind	la-kʰun	la+kʰun	l a + kʰ u n		129 128	129 128	l a ◦ kʰ u n
342	Rahung	behind	behind	la-kʰeː	la+kʰeː	l a + kʰ eː		129 128	129 128	l a ◦ kʰ eː -
343	Rupa	behind	behind	də-kʰeː	də+kʰeː	d ə + kʰ eː		129 128	130 128	d ə ◦ kʰ eː -
345	Khispi	belly, abdomen	belly, abdomen	hi-niŋ	hi+niŋ	h i + n i ŋ		132 131	132 131	h i ◦ n i ŋ
346	Duhumbi	belly, abdomen	belly, abdomen	hi-liŋ	hi+liŋ	h i + l i ŋ		132 131	132 131	h i ◦ l i ŋ
347	Khoina	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə ◦ r ĩː -
348	Jerigaon	belly, abdomen	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː		132 131	132 131	s ə ◦ r ĩː -
349	Khoitam	belly, abdomen	belly, abdomen	pʰə-riŋ	pʰə+riŋ	pʰ ə + r i ŋ		133 131	133 131	pʰ ə ◦ r i ŋ
350	Rahung	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə ◦ r i ŋ
351	Rupa	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə ◦ r i ŋ
352	Shergaon	belly, abdomen	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ		132 131	132 131	s ə ◦ r i ŋ
353	Khispi	belt	belt	bu-kʰak	bu+kʰak	b u + kʰ a k		136 134	136 134	b u ◦ kʰ a k
354	Duhumbi	belt	belt	bu-kʰak	bu+kʰak	b u + kʰ a k		136 134	136 134	b u ◦ kʰ a k
355	Khoina	belt	belt	bu-kʰɐk	bu+kʰɐk	b u + kʰ ɐ k		136 134	136 134	b u ◦ kʰ ɐ k
356	Jerigaon	belt	belt	mə-kʰɐk	mə+kʰɐk	m ə + kʰ ɐ k		136 134	135 134	m ə ◦ kʰ ɐ k
357	Khoitam	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə ◦ kʰ a k
358	Rahung	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə ◦ kʰ a k
359	Rupa	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə ◦ kʰ a k
360	Shergaon	belt	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k		136 134	135 134	m ə ◦ kʰ a k
361	Khispi	big	big	ɔ-dɔk	ɔ+dɔk	ɔ + d ɔ k		137 138	137 138	ɔ ◦ d ɔ k
362	Duhumbi	big	big	ɔ-dɔk	ɔ+dɔk	ɔ + d ɔ k		137 138	137 138	ɔ ◦ d ɔ k
363	Khoina	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a ◦ d ɔ k
364	Jerigaon	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a ◦ d ɔ k
365	Khoitam	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a ◦ d ɔ k
366	Rahung	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a ◦ d ɔ k
367	Rupa	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a ◦ d ɔ k
368	Shergaon	big	big	a-dɔk	a+dɔk	a + d ɔ k		137 138	137 138	a ◦ d ɔ k
369	Khispi	bind (v)	bind (v)	dɔŋ	dɔŋ	d ɔ ŋ		139	139	d ɔ ŋ
370	Duhumbi	bind (v)	bind (v)	dɔŋ	dɔŋ	d ɔ ŋ		139	139	d ɔ ŋ
371	Khoina	bind (v)	bind (v)	ruŋ	ruŋ	r u ŋ		139	139	r u ŋ
377	Khispi	bird	bird	hwa	hwa	hw a		140	140	hw a
378	Duhumbi	bird	bird	hwa	hwa	hw a		140	140	hw a
379	Khoina	bird	bird	fuː	fuː	f uː		140	141	f uː
380	Jerigaon	bird	bird	huː	huː	h uː		140	140	h uː
381	Khoitam	bird	bird	huː	huː	h uː		140	140	h uː
382	Rahung	bird	bird	huː	huː	h uː		140	140	h uː
383	Rupa	bird	bird	huː	huː	h uː		140	140	h uː
384	Shergaon	bird	bird	huː	huː	h uː		140	140	h uː
385	Khispi	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k
386	Duhumbi	bite	bite	zjɛk	zjɛk	z j ɛ k		142	142	z j ɛ k
389	Khoitam	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k
390	Rahung	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k
391	Rupa	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k
392	Shergaon	bite	bite	zɛk	zɛk	z ɛ k		142	142	z - ɛ k
393	Khispi	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k
394	Duhumbi	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k
395	Khoina	bitter (vi)	bitter (vi)	a-ʨʰɐk	a+ʨʰɐk	a + tɕʰ ɐ k		144 143	144 143	a ◦ tɕʰ ɐ k
396	Jerigaon	bitter (vi)	bitter (vi)	ʨʰɐk	ʨʰɐk	tɕʰ ɐ k		143	143	tɕʰ ɐ k
397	Khoitam	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k
398	Rahung	bitter (vi)	bitter (vi)	ʨʰak	ʨʰak	tɕʰ a k		143	143	tɕʰ a k
399	Rupa	bitter (vi)	bitter (vi)	cʰak ~ ʨʰak	cʰak	cʰ a k		143	143	cʰ a k
400	Shergaon	bitter (vi)	bitter (vi)	a-ʨʰak	a+ʨʰak	a + tɕʰ a k		144 143	144 143	a ◦ tɕʰ a k
401	Khispi	black	black	u-ʨʰam	u+ʨʰam	u + tɕʰ a m		146 145	146 145	u ◦ tɕʰ a m
402	Duhumbi	black	black	u-ʨʰam	u+ʨʰam	u + tɕʰ a m		146 145	146 145	u ◦ tɕʰ a m
403	Khoina	black	black	a-tʂʰũː	a+tʂʰũː	a + ʈʂʰ ũː		146 145	146 145	a ◦ ʈʂʰ ũː -
404	Jerigaon	black	black	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		146 145	146 145	a ◦ tɕʰ ɔ̃ː -
405	Khoitam	black	black	a-ʨʰũː	a+ʨʰũː	a + tɕʰ ũː		146 145	146 145	a ◦ tɕʰ ũː -
406	Rahung	black	black	a-ʨʰũː	a+ʨʰũː	a + tɕʰ ũː		146 145	146 145	a ◦ tɕʰ ũː -
407	Rupa	black	black	a-ʨʰũː	a+ʨʰũː	a + tɕʰ ũː		146 145	146 145	a ◦ tɕʰ ũː -
408	Shergaon	black	black	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		146 145	146 145	a ◦ tɕʰ ɔ̃ː -
409	Khispi	blood	blood	huj	huj	h u j		147	147	h u j
410	Duhumbi	blood	blood	hɔj	hɔj	h ɔ j		147	147	h ɔ j
411	Khoina	blood	blood	xaː	xaː	x aː		147	148	x aː
412	Jerigaon	blood	blood	hɛːʰ	hɛːʰ	h ɛːʰ		147	147	h ɛːʰ -
413	Khoitam	blood	blood	hɛːʰ	hɛːʰ	h ɛːʰ		147	147	h ɛːʰ -
414	Rahung	blood	blood	hɛːʰ	hɛːʰ	h ɛːʰ		147	147	h ɛːʰ -
415	Rupa	blood	blood	haːʰ	haːʰ	h aːʰ		147	147	h aːʰ -
416	Shergaon	blood	blood	haː	haː	h aː		147	147	h aː -
417	Khispi	blow	blow	hut	hut	h u t		149	149	h u t
418	Duhumbi	blow	blow	hut	hut	h u t		149	149	h u t
419	Khoina	blow	blow	wik	wik	w i k		149	149	w i k
420	Jerigaon	blow	blow	wik	wik	w i k		149	149	w i k
421	Khoitam	blow	blow	mik	mik	m i k		149	149	m i k
422	Rahung	blow	blow	mik	mik	m i k		149	149	m i k
423	Rupa	blow	blow	mik	mik	m i k		149	149	m i k
424	Shergaon	blow	blow	mit	mit	m i t		149	149	m i t
427	Khoina	blow (wind)	blow (wind)	fɔː	fɔː	f ɔː		150	150	f ɔː
429	Khoitam	blow (wind)	blow (wind)	fyː	fyː	f yː		150	150	f yː
430	Rahung	blow (wind)	blow (wind)	hyː	hyː	h yː		150	151	h yː
433	Khispi	boar, wild	boar, wild	ɕa-kʰɛn	ɕa+kʰɛn	ɕ a + kʰ ɛ n		153 152	153 152	ɕ a ◦ kʰ ɛ n
434	Duhumbi	boar, wild	boar, wild	ɕa-kʰɛn	ɕa+kʰɛn	ɕ a + kʰ ɛ n		153 152	153 152	ɕ a ◦ kʰ ɛ n
435	Khoina	boar, wild	boar, wild	ʂ-tʂʰɛn	ʂ+tʂʰɛn	ʂ + ʈʂʰ ɛ n		153 152	153 152	ʂ - ◦ ʈʂʰ ɛ n
436	Jerigaon	boar, wild	boar, wild	s-ɛn	s+ɛn	s + ɛ n		153 152	153 152	s - ◦ - ɛ n
437	Khoitam	boar, wild	boar, wild	s-kan ~ s-kʰan	s+kan	s + k a n		153 152	153 152	s - ◦ k a n
438	Rahung	boar, wild	boar, wild	s-kʰan ~ s-kɛn	s+kʰan	s + kʰ a n		153 152	153 152	s - ◦ kʰ a n
439	Rupa	boar, wild	boar, wild	s-kan	s+kan	s + k a n		153 152	153 152	s - ◦ k a n
440	Shergaon	boar, wild	boar, wild	s-kan	s+kan	s + k a n		153 152	153 152	s - ◦ k a n
441	Khispi	boil  (water)	boil  (water)	ʨʰɔw	ʨʰɔw	tɕʰ ɔ w		154	154	tɕʰ ɔ w
442	Duhumbi	boil  (water)	boil  (water)	ʨʰɔw	ʨʰɔw	tɕʰ ɔ w		154	154	tɕʰ ɔ w
444	Jerigaon	boil  (water)	boil  (water)	ʨʰɔ	ʨʰɔ	tɕʰ ɔ		154	154	tɕʰ ɔ -
445	Khoitam	boil  (water)	boil  (water)	ʨʰɔ	ʨʰɔ	tɕʰ ɔ		154	154	tɕʰ ɔ -
446	Rahung	boil  (water)	boil  (water)	ʨʰo	ʨʰo	tɕʰ o		154	154	tɕʰ o -
447	Rupa	boil  (water)	boil  (water)	ʦʰaw ~ ʨʰaw	ʦʰaw	tsʰ a w		154	154	tsʰ a w
448	Shergaon	boil  (water)	boil  (water)	ʨʰaw	ʨʰaw	tɕʰ a w		154	154	tɕʰ a w
449	Khispi	boil (n)	boil (n)	kʰaŋ-pa ~ kʰlaŋ-pa	kʰaŋ+pa	kʰ a ŋ + p a		155 157	155 157	kʰ - a ŋ ◦ p a
450	Duhumbi	boil (n)	boil (n)	kʰɹaŋ-pa	kʰɹaŋ+pa	kʰ ɹ a ŋ + p a		155 157	155 157	kʰ ɹ a ŋ ◦ p a
451	Khoina	boil (n)	boil (n)	gə-kʰaŋ	gə+kʰaŋ	g ə + kʰ a ŋ		27 155	155 156	g - ə - ◦ kʰ a ŋ
453	Khoitam	boil (n)	boil (n)	kʰa-kʰaŋ	kʰa+kʰaŋ	kʰ a + kʰ a ŋ		27 155	155 156	kʰ - a - ◦ kʰ a ŋ
454	Rahung	boil (n)	boil (n)	kʰaŋ-kʰaŋ	kʰaŋ+kʰaŋ	kʰ a ŋ + kʰ a ŋ		27 155	155 156	kʰ - a ŋ ◦ kʰ a ŋ
